attack_type,country,area,activity,sex,injury,fatal,time,species,age,year,month
Unprovoked,REUNION,unknown,Surfing,M,"Right arm severed, ankle severely bitten ",N,17h00,"Bull shark, 3.5 m",20,2016,August
Unprovoked,USA,Florida,Wading,M,Minor injury to ankle,N,16h00,unknown,49,2016,August
Unprovoked,BAHAMAS,New Providence Island,Snorkeling,M,Lacerations to left leg,N,unknown,unknown,15,2016,August
Unprovoked,USA,Hawaii,SUP Foil boarding,M,"No inury, shark & board collided",N,16h30,"Tiger shark, 10' ",21,2016,August
Unprovoked,USA,Florida,Surfing,M,Big toe bitten,N,unknown,Blacktip shark,22,2016,August
Unprovoked,SPAIN,Alicante Province,Swimming,M,Lacerations to right hand,N,11h30,Blue shark,40,2016,July
Unprovoked,CHINA,Hong Kong,Swimming,M,Lacerations to leg,N,unknown,unknown,72,2016,July
Boating,AUSTRALIA,Western Australia,Kayaking,M,"No injury, shark nudged kayak repeatedly",N,unknown,White shark,not declared,2016,July
Provoked,USA,Florida,Lobstering,M,Laceration to left forearm PROVOKED INCIDENT,N,unknown,"Nurse shark, 4'",43,2016,July
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,"No injury. Leg rope severed, knocked off board by shark",N,12h00,unknown,18,2016,July
Unprovoked,JAPAN,Kochi Prefecture,Surfing,M,Lacerations to left leg,N,19h05,unknown,29,2016,July
Unprovoked,AUSTRALIA,Tasmania,Surfing,M,Calf bumped but no injury,N,unknown,unknown,36,2016,July
Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,Lacerations to face and right leg,N,unknown,"Bull shark, 6'",not declared,2016,July
Provoked,AUSTRALIA,Queensland,Fishing,M,Laceration to left calf from hooked shark PROVOKED INCIDENT,N,After noon,"reef shark, 1m",31,2016,July
Boating,USA,Alabama,Fishing in Alabama Deep Fishing Rodeo,not declared,"No injury, shark bit trolling motor",N,unknown,"Tiger shark, 10' ",not declared,2016,July
Unprovoked,USA,Florida,Surfing,F,Minor injury to leg,N,1300,unknown,9,2016,July
Unprovoked,USA,Florida,unknown,F,Minor injury to toes,N,11h00,unknown,11,2016,July
Unprovoked,USA,California,Kite surfing,M,"No injury, board damaged",N,17h00,"White shark, 10' to 12'",61,2016,July
Unprovoked,USA,South Carolina,Swimming,M,Puncture wounds to foot,N,unknown,unknown,not declared,2016,July
Unprovoked,BAHAMAS,unknown,Scuba Diving,M,Face bruised when partly blind shark collided with him,N,unknown,"Lemon shark, 9'",not declared,2016,July
Unprovoked,SPAIN,Canary Islands,Wading,F,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",N,unknown,Angel shark,10,2016,July
Boating,USA,California,Fishing for squid,M,"No injury. Hull bitten, tooth fragment recovered",N,unknown,White shark,not declared,2016,July
Provoked,USA,Massachusetts,Fishing,M,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,N,10h00,dogfish shark,59,2016,July
Boating,USA,California,Fishing for sharks,M,"No injury. Hull bitten, tooth fragment recovered",N,unknown,White shark,not declared,2016,July
Unprovoked,USA,Florida,Swimming,F,"Buttocks, thigh, left hand & wrist injured",N,14h30 / 15h30,unknown,42,2016,July
Provoked,AUSTRALIA,Queensland,Fishing,M,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,N,22h00,Tawny nurse shark,34,2016,July
Unprovoked,USA,South Carolina,unknown,M,Minor injury,N,16h20,3' to 4' shark,35,2016,June
Unprovoked,USA,North Carolina,Surfing,M,Foot injured,N,14h34,unknown,11,2016,June
Unprovoked,COLUMBIA,Isla Provedencia,Scuba Diving,M,Severe bite to right hand,N,11h00,"Caribbean reef shark, 4.5'",59,2016,June
Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,Injuries to left leg & right hand,N,unknown,White shark,43,2016,June
Unprovoked,USA,South Carolina,Floating,M,Lacerations and punctures to foot,N,15h25,3' to 5' shark,42,2016,June
Unprovoked,USA,Florida,Wading,M,Injuries to right calf,N,14h55,unknown,not declared,2016,June
Unprovoked,USA,Hawaii,Surfing,M,Single puncture wound to arm,N,06h00,3' to 4' shark,not declared,2016,June
Provoked,AUSTRALIA,Western Australia,Spearfishing,M,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,N,unknown,5' shark,19,2016,June
Unprovoked,USA,Texas,Floating in tube,F,Injury to lower leg,N,17h30,3' to 4' shark,6,2016,June
Unprovoked,USA,North Carolina,Standing,M,Laceration to wrist,N,15h00,3' shark,19,2016,June
Invalid,USA,South Carolina,Surfing,M,"No injury, board damaged",unknown,11h30,Said to involve an 8' shark but more likely damage caused by debris,27,2016,June
Unprovoked,USA,Florida,Swimming,M,Leg bitten,N,08h30,unknown,64,2016,June
Unprovoked,AUSTRALIA,Western Australia,Diving,F,FATAL,Y,11h30,3+ m shark,60,2016,June
Unprovoked,EGYPT,Suez,Swimming,M,"Leg severely bitten, surgically amputated",N,Morning,Mako shark,23,2016,June
Unprovoked,AUSTRALIA,New South Wales,Spearfishing,M,"No injury, but sharks repeatedly hit their fins and guns",unknown,unknown,Bronze whaler sharks x 3,not declared,2016,June
Unprovoked,NEW CALEDONIA,unknown,Kite surfing,M,Laceration to heel,N,Afternoon,3 m shark,not declared,2016,June
Unprovoked,AUSTRALIA,Western Australia,Surfing,M,FATAL,Y,16h00,White shark,29,2016,May
Unprovoked,USA,California,Swimming,F,Injuries to arm and shoulder,N,16h00,unknown,52,2016,May
Unprovoked,USA,Florida,Swimming,M,Injury to posterior right leg,N,15h45,5' shark,13,2016,May
Unprovoked,USA,Florida,Swimming,F,Puncture wounds to thigh,N,12h00,unknown,57,2016,May
Unprovoked,USA,Florida,Swimming,F,Lacerations and puncture wounds to foot and ankle,N,18h00,"Bull shark, 4' to 5'",22,2016,May
Unprovoked,USA,Florida,Swimming,F,"Back, arm & hand injured",N,17h46,unknown,11,2016,May
Unprovoked,USA,Florida,Swimming,M,Ankle bitten,N,Morning ,"Blacktip shark, 4'",48,2016,May
Provoked,USA,Florida,Teasing a shark,F,Arm grabbed PROVOKED INCIDENT,N,13h20,"Nurse shark, 2'",23,2016,May
Unprovoked,USA,Hawaii,Floating,M,Minor lacerations to right shoulder,N,15h49,unknown,59,2016,May
Provoked,NEW ZEALAND,North Island,Fishing,M,Foot bitten by landed shark PROVOKED INCIDENT,N,Afternoon,"Mako shark, 1.5 m [5'] ",39,2016,May
Unprovoked,INDONESIA,Bali,Surfing,M,Elbow bitten,N,07h00,"Bull shark, 6'",24,2016,April
Unprovoked,USA,Florida,Surfing,M,Minor injury to left foot,N,17h30,unknown,15,2016,April
Unprovoked,SOUTH AFRICA,Western Cape Province,Surf-skiing,M,"No injury, surf-ski bitten",N,08h00,White shark,not declared,2016,April
Unprovoked,AUSTRALIA,New South Wales,Swimming,M,Minor puncture wound to foot,N,12h00,Wobbegong shark,12,2016,April
Provoked,FRENCH POLYNESIA,Tuamotos,Spearfishing,M,Laceration to knee by speared shark PROVOKED INCIDENT,N,Morning,"Grey reef shark, 2 m",22,2016,April
Provoked,FRENCH POLYNESIA,Tuamotos,Spearfishing,M,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT",N,Morning,"Grey reef shark, 2 m",26,2016,April
Unprovoked,USA,Florida,Spearfishing,M,Multiple bites to right arm,N,unknown,"Bull shark, 7'",26,2016,April
Unprovoked,NEW CALEDONIA,Grand Terre,Walking,F,FATAL,Y,10h45,"Tiger shark, 2.5 m",69,2016,April
Invalid,CAPE VERDE,Boa Vista Island,unknown,M,"""Serious""",unknown,unknown,Shark involvement not confirmed,60,2016,April
Unprovoked,USA,Florida,Fishing,M,Left hand bitten,N,unknown,5' to 6' shark,34,2016,April
Invalid,USA,Florida,SUP,M,Fell off board when spinner shark leapt from the water next to him. No injury to surfer,unknown,unknown,unknown,not declared,2016,April
Unprovoked,USA,Hawaii,Snorkeling,F,Minor injury to left foot,N,11h00,unknown,46,2016,March
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Severe injury to thigh,N,19h00,unknown,22,2016,March
Unprovoked,USA,Florida,unknown,M,Minor injury to arm. Possibly caused by smalll nurse shark,unknown,unknown,Shark involvement not confirmed,not declared,2016,March
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,"No injury, board dented",N,11h00,unknown,41,2016,March
Provoked,BAHAMAS,unknown,unknown,M,Minor injury to chest PROVOKED INCIDENT,N,unknown,"Nurse shark, 2.5-ft",9,2016,March
Invalid,USA,California,Surfing,not declared,Board reportedly bumped by shark. No injury,unknown,Morning,Shark involvement not confirmed,not declared,2016,March
Unprovoked,USA,Florida,Body surfing,M,Lacerations to right foot and ankle,N,13h30,unknown,19,2016,March
Unprovoked,Fiji,Vanua Levu,Diving for beche-de-mer,M,FATAL,Y,Afternoon,unknown,45,2016,March
Unprovoked,USA,Florida,unknown,M,Superficial injury to foot,N,Afternoon,unknown,12,2016,March
Unprovoked,AUSTRALIA,South Australia,Fishing,M,Puncture wounds to right calf,N,Midnight,Bronze whaler,not declared,2016,March
Unprovoked,BRAZIL,Santa Catarina State,Swimming,M,Minor injury to head,N,unknown,Sandtiger shark,41,2016,March
Unprovoked,NEW CALEDONIA,South Province,Kite surfing,M,Puncture wounds to right thigh,N,19h00,unknown,21,2016,February
Unprovoked,NEW CALEDONIA,South Province,Spearfishing,M,Forearm bitten,N,16h00,unknown,31,2016,February
Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,Wading,F,Avulsion injury to lower leg,N,15h00,unknown,not declared,2016,February
Invalid,CAYMAN ISLANDS,Grand Cayman,Feeding stingrays?,M,Minor injury to wrist from Southern stingray,unknown,unknown,No shark involvement,65,2016,February
Invalid,AUSTRALIA,Tasmania,Surfing,M,"No injury, knocked off board",unknown,12h30,No shark involvement,not declared,2016,February
Unprovoked,AUSTRALIA,Queensland,Walking,F,Foot nipped,N,13h20,unknown,45,2016,February
Unprovoked,AUSTRALIA,New South Wales,Windsurfing,M,"No injury, shark bit board",N,Late afternoon,unknown,40,2016,February
Unprovoked,BRAZIL,Balneário Camboriú,Swimming,M,Lacerations to scalp,N,unknown,Sandtiger shark,41,2016,February
Boating,SOUTH AFRICA,KwaZulu-Natal,Kayak fishing,M,"No injury, shark capsized kayak",N,unknown,unknown,not declared,2016,January
Unprovoked,USA,Hawaii,Surfing,M,Lacerations to both hands,N,14h00,"Reef shark, 5'",not declared,2016,January
Unprovoked,USA,Hawaii,Surfing,F,No injury,N,11h30,unknown,15,2016,January
Unprovoked,USA,Texas,Spearfishing,M,"Bruised ribs & tail bone, speargun broken and wetsuit cut",N,09h30 / 10h00,Bull sharks x 2,not declared,2016,January
Boating,UNITED ARAB EMIRATES,Fujairah Emirate,Fishing,M,"No injury to occupants, shark leapt into boat",N,unknown,Mako shark,not declared,2016,January
Unprovoked,USA,Hawaii,Paddle boarding,M,No injury,N,Morning,"Tiger shark, 14'",48,2016,January
Unprovoked,AUSTRALIA,Queensland,Surfing,M,Laceration to right foot,N,unknown,Wobbegong shark,not declared,2016,January
Unprovoked,AUSTRALIA,Queensland,Wading,M,Laceration to right calf,N,Afternoon,Blacktip shark,11,2016,January
Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,Lacerations to arms & leg,N,11h30,3 m shark,31,2016,January
Boating,SOUTH AFRICA,KwaZulu-Natal,Kayak Fishing,M,"No injury, kayak damaged",N,Morning,"White shark, 3 m",not declared,2015,December
Unprovoked,SPAIN,Grand Canary Island,Swimming,F,Lacerations to left forearm,N,unknown,"Silky shark, 6.5'",38,2015,December
Unprovoked,USA,Hawaii,Paddle boarding,M,"No injury, shark bit board",N,Morning,9' shark,71,2015,December
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,"No injury, shark leapt on surfboard",N,07h00,"Bronze whaler shark, 6'",43,2015,December
Unprovoked,BRAZIL,Pernambuco,Scuba diving,M,Right hand & part of forearm removed,N,unknown,"Tiger shark, 1.5 m ",32,2015,December
Unprovoked,ARUBA,unknown,Sea disaster,M,FATAL,Y,unknown,unknown,58,2015,December
Boating,AUSTRALIA,New South Wales,Fishing,not declared,"No injury, shark rammed boat & bit motor",N,10h30,"White shark, 3.5 m",not declared,2015,December
Unprovoked,BAHAMAS,unknown,Lobster fishing,M,"Bitten on thigh, abdomen & hand",N,unknown,Bull shark,26,2015,December
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming / Wading,F,Lacerations to both hands and forearms,N,Morning,unknown,22,2015,December
Unprovoked,ECUADOR,Galapagos Islands,Snorkeling,M,Lacerations to left calf,N,10h15,Galapagos shark,55,2015,November
Unprovoked,USA,Florida,Surfing,M,Right heel injured,N,Afternoon,unknown,not declared,2015,November
Unprovoked,USA,Florida,Swimming,F,Leg injured,N,11h00,unknown,not declared,2015,November
Unprovoked,USA,Florida,Surfing,M,Lacerations to hand,N,unknown,"Spinner shark, 7'",28,2015,November
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Injury to left thigh,N,18h15,"Bull shark, 2.8 to 3.1 m",20,2015,November
Invalid,USA,Florida,Surfing,F,Lower left leg injured,unknown,11h00,Shark involvement not confirmed,9,2015,November
Unprovoked,USA,Hawaii,Swimming,M,Laceration to right ankle,N,11h00,unknown,54,2015,November
Unprovoked,USA,Florida,Wading,F,Injury to right ankle/calf & hand,N,14h00,3' to 5' shark,28,2015,November
Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing,M,"Arms severely injured, surgically amputated",N,04h00,unknown,19,2015,November
Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,Minor injury,N,unknown,unknown,50,2015,October
Unprovoked,USA,Hawaii,Body boarding,M,"Lacerations & puncture wounds to right thigh, calf & ankle",N,14h50,unknown,10,2015,October
Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,"Lacerations to right calf, knee & hip",N,15h00,"White shark, 3 to 3.5m ",42,2015,October
Unprovoked,USA,Florida,Surfing,M,Lacerations to left hand,N,14h30,5' shark,21,2015,October
Unprovoked,USA,Florida,Surfing,M,Left foot bitten,N,13h50,"Spinner shark, 5'",21,2015,October
Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing for shrimp,F,FATAL,Y,unknown,unknown,35,2015,October
Invalid,USA,Hawaii,Surfing,M,Left foot bitten by eel,unknown,19h20,No shark involvement,32,2015,October
Unprovoked,USA,Hawaii,Swimming,M,Severe injuries to lower legs. Foot later surgically amputated.,N,11h30,"Tiger shark, 7'",44,2015,October
Boating,USA,California,Kayak Fishing,M,"No injury, shark rammed kayak repeatedly",N,11h00,Hammerhead sp.,not declared,2015,October
Unprovoked,USA,South Carolina,Boogie boarding,F,Laceration to forearm,N,16h20,unknown,9,2015,October
Unprovoked,USA,Hawaii,Surfing,M,"Left leg severed below the knee, defense injuries to left hand",N,10h25,"Tiger shark, 13' ",25,2015,October
Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing,M,"Arm severely injured, surgically amputated",N,unknown,unknown,not declared,2015,October
Unprovoked,AUSTRALIA,Western Australia,Surfing,M,Foot injured,N,16h50,unknown,18,2015,October
Unprovoked,USA,Florida,Body boarding,M,2 lacerations to ankle,N,13h00,unknown,22,2015,October
Unprovoked,USA,Texas,Wading,M,Foot & hands bitten,N,10h00,4' to 5' shark,13,2015,October
Unprovoked,USA,Florida,Surfing,M,Severe lacerations to left hand,N,08h30,"Blacktip shark, 4' to 5'",14,2015,October
Unprovoked,USA,Florida,Surfing,M,"Laceration to heel, puncture wounds to dorsum of foot",N,16h20,"Blacktip shark, 5' to 6'",22,2015,September
Unprovoked,AUSTRALIA,Queensland,Snorkeling,F,Laceration to leg,N,Afternoon,unknown,7,2015,September
Boating,USA,California,Kayak fishing,M,"No injury, kayak damaged",N,10h45-11h15,"White shark, 19'",not declared,2015,September
Unprovoked,USA,Florida,Surfing,M,Minor injury to left ankle,N,16h45,juvenile shark,14,2015,September
Unprovoked,USA,Hawaii,Spearfishing,M,Severe laceration to left leg,N,15h52,"Tiger shark, 13'",27,2015,September
Unprovoked,USA,Florida,Wading,M,Significant injuries to leg,N,12h30,4' shark,12,2015,September
Unprovoked,USA,Florida,Photographing fish,M,Injury to right hand / wrist,N,07h30,unknown,16,2015,September
Boating,USA,California,Kayak Fishing,M,No injury,N,unknown,Hammerhead shark,not declared,2015,September
Unprovoked,USA,Florida,Swimming,M,Lacerations to calf,N,19h00,unknown,not declared,2015,September
Unprovoked,USA,Florida,Surfing,M,Injury to right foot,N,15h00,unknown,20,2015,September
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Minor laceration to hand,N,06h15,6' shark,42,2015,September
Unprovoked,USA,California,Stand-Up Paddleboarding,F,"No injury, shark struck board, tossing her into the sea",N,17h30,"White shark, 11' to 12'",50,2015,September
Provoked,USA,California,Kayak Fishing,M,Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT,N,14h40,Hammerhead shark.,29,2015,September
Unprovoked,AUSTRALIA,New South Wales,Surf-skiing,M,Inuries to lower left leg & ankle,N,11h30,"White shark, 2.5 m",62,2015,September
Unprovoked,USA,South Carolina,unknown,M,Right foot bitten,N,16h00,4' shark?,not declared,2015,September
Unprovoked,THAILAND,Phuket,Wading,F,Left foot & ankle bitten,N,08h30,small shark,37,2015,September
Unprovoked,FIJI,unknown,Spearfishing,M,Leg bitten,N,unknown,Tiger shark,not declared,2015,unknown
Unprovoked,USA,California,Surfing,F,"No injury, surfboard bitten",N,10h25,"White shark, 11' to 12'",54,2015,August
Unprovoked,USA,California,Surfing,M,"No injury, shark struk sufer's leg and his board",N,10h00,"White shark, 10' to 12' ",21,2015,August
Invalid,USA,Florida,unknown,M,Wound to right lower leg,unknown,19h45,Shark involvement not confirmed,not declared,2015,August
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Severe laceration to left buttock & thigh,N,17h10,unknown,38,2015,August
Unprovoked,USA,South Carolina,Surfing,M,"Injuries to left calf, arm and hand",N,12h30,4' shark,15,2015,August
Unprovoked,USA,Florida,Walking,F,Lacerations to right leg,N,15h30,3' shark,10,2015,August
Boating,USA,California,Kayak Fishing,M,"No injury, kayak bitten",N,07h30,"White shark, 13'",22,2015,August
Invalid,SPAIN,Alicante,Swimming,M,Minor injury when he attempted to touch a fish. ,unknown,11h00,Shark involvement not confirmed,10,2015,August
Provoked,USA,California,Spearfishing,M,Right hand bitten  PROVOKED INCIDENT,N,08h00,Hammerhead shark. 6' to 7',57,2015,August
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,"Lacerations and puncture wounds to hip, thigh, arm and hand",N,06h00,White shark,52,2015,July
Unprovoked,COSTA RICA,Guanacaste,Surfing,M,Minor inuries to toes,N,unknown,unknown,47,2015,July
unknown,AUSTRALIA,Victoria,Surfing,M,Injury to hand,unknown,unknown,unknown,40,2015,July
Unprovoked,USA,Florida,Surfing,M,Minor injury to sole of foot,N,19h00,"Blacktip or spinner shark, 4'",25,2015,July
Invalid,USA,South Carolina,Floating,F,"2' cut to dorsum of foot, 2 puncture wounds to sole",unknown,10h10,"Thought to involve a 3' to 4' shark, but shark involvement not confirmed",35,2015,July
Unprovoked,AUSTRALIA,Tasmania,Scallop diving on hookah,M,FATAL,Y,10h00,"White shark, 3.9 to 4.2 m",46,2015,July
Provoked,USA,California,Kayak Fishing,M,No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT,N,unknown,"Mako shark, 100-lb",31,2015,July
Unprovoked,AUSTRALIA,Victoria,Surfing,M,Left hand bitten,N,unknown,"Bronze whaler shark, 1.5m",40,2015,July
